Title, Color, Price, ImageURL, URL, and Time 
Logo Shirt, Red,$18,img/shirts/shirt-101.jpg,http://www.shirts4mike.com/shirt.php?id=101,2018-10-23T15:18:41.975Z
Mike the Frog Shirt, Black,$20,img/shirts/shirt-102.jpg,http://www.shirts4mike.com/shirt.php?id=102,2018-10-23T15:18:41.951Z
Mike the Frog Shirt, Blue,$20,img/shirts/shirt-103.jpg,http://www.shirts4mike.com/shirt.php?id=103,2018-10-23T15:18:41.873Z
Logo Shirt, Green,$18,img/shirts/shirt-104.jpg,http://www.shirts4mike.com/shirt.php?id=104,2018-10-23T15:18:41.978Z
Mike the Frog Shirt, Yellow,$25,img/shirts/shirt-105.jpg,http://www.shirts4mike.com/shirt.php?id=105,2018-10-23T15:18:41.990Z
Logo Shirt, Gray,$20,img/shirts/shirt-106.jpg,http://www.shirts4mike.com/shirt.php?id=106,2018-10-23T15:18:41.972Z
Logo Shirt, Teal,$20,img/shirts/shirt-107.jpg,http://www.shirts4mike.com/shirt.php?id=107,2018-10-23T15:18:41.929Z
Mike the Frog Shirt, Orange,$25,img/shirts/shirt-108.jpg,http://www.shirts4mike.com/shirt.php?id=108,2018-10-23T15:18:41.986Z
